Amount,Use_Chip,Merchant_City,Gender,City,State,Per_Capita_Income_Zipcode,Yearly_Income_Person,Total_Debt,FICO_Score,Num_Credit_Cards,Card_Type,Credit_Limit,Fraud,Date,Age_Group
60.13,Online,ONLINE,Male,Cowansville,PA,17870,36440,30574,745,2,Debit,24295,Yes,2010-02-21,36-50
8.05,Chip,Rome,Male,Alamo,TX,10091,20577,60152,825,4,Debit,24295,Yes,2019-05-30,66+
15.54,Swipe,Federal Way,Female,Bothell,WA,33226,67747,76650,804,3,Debit,46414,No,2002-12-21,36-50
0.95,Chip,Easton,Male,Easton,PA,21005,42831,59948,566,3,Debit,46414,No,2015-04-07,51-65
139.09,Swipe,Spring Grove,Male,Skokie,IL,21801,44452,12409,711,5,Debit,21968,No,2007-05-24,36-50
0.33,Online,ONLINE,Male,Shelton,CT,32240,65736,206000,733,3,Debit,46414,Yes,2015-12-07,36-50
41.57,Online,ONLINE,Female,Tampa,FL,18881,28594,1821,728,5,Debit,21968,Yes,2007-12-02,66+
2.12,Online,ONLINE,Female,Lombard,IL,27741,56562,111495,712,4,Credit,12400,No,2017-08-25,36-50
16.54,Swipe,Olympia,Male,Olympia,WA,24044,49023,66148,583,5,Debit,21968,No,2007-06-28,36-50
78.44,Online,ONLINE,Male,Albuquerque,NM,15385,31373,58481,637,2,Debit,21968,Yes,2015-06-08,36-50
85,Chip,Berkeley Heights,Male,Berkeley Heights,NJ,53790,109673,242379,505,1,Debit,24295,No,2018-09-09,51-65
30.26,Swipe,Seattle,Female,Seattle,WA,37485,55902,3385,531,1,Debit,24295,No,2009-05-03,66+
0.09,Chip,Rome,Male,Fort Lauderdale,FL,20995,42806,49194,712,3,Debit,21968,Yes,2018-02-16,26-35
104.57,Online,ONLINE,Female,Houston,TX,15389,31377,59615,722,2,Debit,24295,Yes,2010-03-05,36-50
0.26,Swipe,Kaneohe,Female,Kaneohe,HI,24516,49529,1385,689,6,Debit,24295,No,2005-11-28,66+
490,Chip,Seattle,Male,Palm Bay,FL,17645,35978,49366,643,3,Debit,46414,No,2018-09-16,36-50
249,Online,ONLINE,Female,Laurel,MT,19625,40012,59472,849,4,Debit,46414,Yes,2008-12-21,36-50
56.9,Swipe,Fargo,Female,Fargo,ND,22214,38523,49,751,5,Credit,12400,No,2012-11-27,66+
47.38,Online,ONLINE,Female,Depew,NY,19983,40744,50803,717,1,Debit,24295,No,2017-07-20,26-35
11.63,Swipe,Panama City,Female,Panama City,FL,19508,39770,72827,711,4,Debit,24295,No,2017-07-14,36-50
2.3,Chip,Jermyn,Male,Honesdale,PA,17302,35274,35234,708,3,Debit,46414,No,2016-04-17,51-65
1.11,Swipe,Weatherford,Female,Venus,TX,19477,23371,0,757,8,Debit,620,No,2011-08-06,66+
9.25,Online,ONLINE,Female,Lebanon,MO,13963,28472,42750,508,1,Debit,24295,No,2014-03-24,26-35
201.13,Online,ONLINE,Female,Pottsboro,TX,20874,32669,1433,755,5,Debit,24295,No,2005-01-04,66+
78.01,Swipe,Mullins,Female,Sherman Oaks,CA,51976,105963,106266,684,4,Credit,12400,No,2012-02-13,26-35
69.62,Swipe,Citrus Heights,Male,Walnut Creek,CA,42234,86113,177353,713,6,Credit,12400,No,2019-06-28,36-50
24.46,Swipe,Colorado Springs,Female,Colorado Springs,CO,14645,25243,18006,730,6,Debit,24295,No,2009-03-12,66+
4.5,Swipe,Cochranville,Male,Cochranville,PA,24725,49531,6707,737,6,Debit,24295,No,2009-02-13,66+
2.61,Swipe,Philadelphia,Male,Wynnewood,PA,50579,103126,130160,642,1,Debit,24295,No,2012-06-12,26-35
80,Chip,Aurora,Female,Aurora,CO,24849,50666,102318,617,3,Debit,21968,No,2019-08-12,26-35
39.79,Swipe,Algiers,Female,Phoenix,AZ,22070,44992,53368,785,3,Debit,21968,Yes,2006-06-22,51-65
109.97,Swipe,Eastman,Female,Eastman,GA,14425,29413,46043,703,2,Debit,24295,No,2014-01-29,51-65
364.79,Online,ONLINE,Female,Black Diamond,WA,32697,56635,13015,786,8,Debit,33375,Yes,2015-05-01,51-65
320,Swipe,Anchorage,Male,Long Beach,CA,32079,50184,27778,732,4,Debit,21968,Yes,2006-03-23,66+
4.41,Swipe,Odenton,Male,Columbia,MD,37697,76867,118029,659,1,Debit,24295,No,2008-04-11,26-35
4.05,Chip,Dallas,Male,Dallas,TX,12693,25883,44404,706,4,Debit,24295,No,2016-06-21,51-65
-52,Swipe,Navarre,Male,Pensacola,FL,17987,36671,39882,850,3,Debit,46414,Yes,2006-09-05,36-50
4,Swipe,Ewa Beach,Female,Ewa Beach,HI,22778,42306,472,725,5,Debit,46414,No,2009-06-21,66+
385.4,Online,ONLINE,Female,Compton,CA,13075,26664,12241,709,4,Debit,21968,No,2016-04-06,51-65
113.78,Online,ONLINE,Female,New York,NY,0,1,0,673,3,Debit,46414,Yes,2013-09-30,66+
25.23,Swipe,Hickory,Male,Hickory,NC,17850,21867,21103,759,2,Debit,21968,No,2006-09-24,66+
11.75,Swipe,Pompano Beach,Male,Fort Lauderdale,FL,21661,44170,90049,661,7,Credit,12400,Yes,2012-07-04,51-65
425.95,Online,ONLINE,Female,Muse,PA,14320,29194,10895,703,2,Debit,24295,Yes,2013-10-03,36-50
1221.78,Swipe,Anchorage,Female,Modesto,CA,13015,26535,93592,724,5,Debit,46414,Yes,2001-10-16,51-65
25.35,Online,ONLINE,Female,Kirkland,WA,49629,101193,124771,747,3,Debit,21968,Yes,2010-01-18,51-65
1.01,Chip,Rome,Male,West Sacramento,CA,25234,51454,151162,698,4,Debit,21968,Yes,2018-04-30,36-50
160.02,Chip,Rome,Female,Stamford,CT,37213,74753,1585,726,5,Debit,21968,Yes,2018-03-08,66+
26.61,Swipe,Wooster,Male,Wooster,OH,18962,38663,59053,686,3,Debit,24295,No,2017-04-06,36-50
2.3,Swipe,Anaheim,Female,Anaheim,CA,16252,33137,40559,706,2,Debit,21968,No,2016-05-26,36-50
94,Chip,Rome,Male,Wichita,KS,19224,39191,43396,756,6,Debit,620,Yes,2018-09-07,51-65
2.41,Swipe,Richmond,Female,Richmond,CA,21869,44583,85531,717,5,Credit,12400,No,2007-06-10,51-65
74.17,Swipe,Atlantic City,Female,Claremont,NC,18029,36760,95755,593,2,Debit,24295,Yes,2008-09-21,51-65
15.86,Online,ONLINE,Female,Farmington,MN,28429,41513,15899,748,3,Debit,21968,Yes,2015-07-29,66+
0.5,Online,ONLINE,Male,San Diego,CA,16838,34330,15223,713,4,Credit,12400,Yes,2010-02-11,36-50
43.35,Chip,Seminole,Female,Konawa,OK,15005,28215,18116,697,2,Debit,24295,No,2019-08-15,66+
506.35,Online,ONLINE,Male,Los Altos,CA,76725,82009,6229,764,8,Debit,46414,Yes,2008-07-12,66+
71.64,Online,ONLINE,Female,Medford,NY,27376,64829,15537,664,3,Debit,21968,Yes,2016-08-07,51-65
61.31,Swipe,Abingdon,Male,Vinton,VA,19188,39124,66231,722,4,Debit,24295,No,2017-08-28,36-50
-359,Online,ONLINE,Female,Easton,PA,21005,42825,105122,850,5,Debit,24295,Yes,2009-09-19,51-65
52.72,Swipe,Somerville,Female,Somerville,MA,31849,59938,36978,670,1,Debit,24295,No,2011-04-19,66+
4.57,Online,ONLINE,Male,Naples,FL,17455,35590,92603,720,4,Credit,12400,Yes,2010-06-04,51-65
16.18,Online,ONLINE,Female,Appleton,WI,36825,75080,35268,747,3,Debit,46414,No,2011-03-03,36-50
169.26,Swipe,Little Rock,Female,Palm Bay,FL,15318,31240,26005,770,5,Debit,46414,No,2014-01-28,51-65
5.67,Swipe,Revere,Female,Revere,MA,20979,17078,25245,719,4,Debit,24295,No,2012-08-18,51-65
5.22,Online,ONLINE,Male,Boaz,AL,14516,29597,44388,513,4,Debit,24295,Yes,2015-05-03,36-50
44.01,Chip,Rome,Female,Belfair,WA,19640,44807,13730,751,4,Debit,46414,Yes,2019-03-15,66+
0.5,Swipe,Dyer,Female,Dyer,IN,28048,57185,0,773,3,Debit,21968,No,2012-02-16,36-50
34.1,Swipe,Cedar Park,Female,Cedar Park,TX,30418,62019,85666,543,4,Debit,46414,No,2011-10-19,36-50
113.83,Swipe,Lorton,Female,Lorton,VA,35062,71490,0,782,3,Debit,46414,No,2009-08-22,51-65
3.56,Swipe,Renton,Male,Renton,WA,33714,68741,203172,610,1,Debit,24295,No,2013-02-18,26-35
73.07,Online,ONLINE,Female,Saint George,UT,14470,29510,47153,752,4,Credit,12400,Yes,2010-06-03,36-50
346.79,Online,ONLINE,Female,Marion Center,PA,16071,32770,103262,641,4,Debit,24295,Yes,2010-02-04,36-50
1.03,Swipe,Kerhonkson,Female,Fleischmanns,NY,14515,9766,66,732,4,Debit,24295,No,2010-02-25,66+
16.4,Chip,Fort Polk,Male,Fort Polk,LA,11324,23092,20545,752,4,Debit,24295,No,2015-09-06,51-65
28.59,Chip,Stantonsburg,Male,Gaithersburg,MD,30179,61532,26832,683,4,Debit,21968,No,2015-07-05,51-65
47.24,Online,ONLINE,Female,Seattle,WA,35031,71427,115702,709,3,Debit,46414,Yes,2010-08-30,36-50
84.46,Online,ONLINE,Male,Delray Beach,FL,20055,40891,61245,717,4,Credit,12400,Yes,2008-05-17,51-65
45.32,Online,ONLINE,Female,Sanford,FL,17736,26574,5244,689,3,Debit,46414,Yes,2008-05-29,66+
160.59,Swipe,Rego Park,Male,Rego Park,NY,25109,51196,67164,631,4,Debit,46414,No,2012-11-12,36-50
1.49,Swipe,Shrewsbury,Female,Northborough,MA,39418,80371,108499,822,1,Debit,24295,Yes,2007-11-18,51-65
261.27,Online,ONLINE,Female,Miami,FL,31625,64481,114394,627,5,Debit,24295,Yes,2014-02-01,51-65
1.51,Chip,Rome,Female,Jessup,MD,28673,58463,141151,737,4,Debit,46414,Yes,2018-09-05,51-65
10.41,Swipe,Rancho Cucamonga,Male,Rancho Cucamonga,CA,24603,50163,97188,761,4,Credit,12400,No,2014-08-05,36-50
16.2,Online,ONLINE,Female,Dover,OH,18794,38318,93284,748,6,Debit,620,Yes,2015-09-13,51-65
240.01,Online,ONLINE,Female,Hudson,IL,28237,57576,161107,589,2,Debit,24295,No,2018-09-07,51-65
5.44,Chip,Indianapolis,Male,Indianapolis,IN,31114,63439,199706,786,2,Debit,24295,No,2016-01-21,51-65
10.77,Online,ONLINE,Male,Indianapolis,IN,17909,21547,16040,785,5,Debit,21968,Yes,2015-11-18,66+
103.49,Swipe,Moselle,Female,Hattiesburg,MS,14383,9678,812,688,6,Debit,21968,Yes,2015-06-05,66+
45.65,Swipe,Cape Coral,Male,Port Orchard,WA,21219,30248,35766,763,4,Debit,24295,No,2003-08-02,66+
22.35,Swipe,Garden Grove,Female,Fullerton,CA,25592,52181,26792,727,2,Debit,21968,No,2019-05-27,36-50
85.06,Swipe,Sun Valley,Male,Alhambra,CA,20059,40900,64420,678,3,Debit,24295,Yes,2008-10-12,51-65
26.47,Swipe,Kolkata,Male,Chesterfield,VA,26918,54881,3584,700,4,Debit,46414,Yes,1998-08-09,36-50
56.2,Swipe,Llano,Male,Gonzales,TX,15092,10869,1820,820,2,Debit,24295,No,1999-05-14,66+
6.11,Online,ONLINE,Male,Jackson,MS,11061,22557,63019,699,5,Debit,24295,Yes,2007-11-22,51-65
215.18,Online,ONLINE,Female,Gonzales,LA,24703,16620,1140,804,8,Debit,21968,Yes,2015-06-23,66+
30.54,Swipe,Clinton,Female,Short Hills,NJ,137428,280199,91367,752,5,Credit,12400,No,2008-07-04,51-65
128.48,Online,ONLINE,Male,Grand Rapids,MI,15472,31550,26738,710,3,Debit,46414,Yes,2014-03-10,51-65
51.69,Swipe,Bronx,Female,Bronx,NY,25537,52063,87549,753,2,Debit,24295,No,2003-11-16,36-50
12.55,Chip,Rome,Male,Delphos,OH,18287,37829,20185,658,4,Debit,46414,Yes,2018-06-11,66+
102.1,Online,ONLINE,Male,Morrisville,NC,37121,75682,37163,727,5,Credit,12400,Yes,2010-05-24,36-50
54,Swipe,Bothell,Female,Bothell,WA,33226,67747,76650,804,3,Debit,46414,No,2008-12-21,36-50
13.91,Swipe,Camarillo,Male,Camarillo,CA,27544,56163,104767,671,1,Debit,24295,No,2010-12-17,36-50
100,Chip,Philadelphia,Female,Brooklyn,NY,19652,31317,4591,687,4,Debit,46414,No,2015-06-25,66+
1.74,Online,ONLINE,Male,Skokie,IL,21801,44452,12409,711,5,Debit,46414,Yes,2016-05-24,36-50
151.82,Chip,Jacksonville,Male,Palos Verdes Peninsula,CA,58517,119308,89328,789,6,Debit,24295,No,2018-11-07,51-65
5.09,Swipe,Providence,Female,Providence,RI,30403,61991,2151,758,4,Credit,12400,No,2003-06-12,51-65
42.42,Swipe,Attica,Male,San Diego,CA,36323,74059,144396,744,4,Debit,21968,Yes,2007-02-16,66+
69,Swipe,Cooper,Male,Campbell,TX,18934,38609,27463,740,3,Debit,46414,No,2010-10-15,36-50
31.27,Swipe,Lemon Grove,Female,San Diego,CA,13805,28147,25987,756,7,Debit,24295,Yes,2006-08-24,51-65
38.26,Chip,Columbus,Female,Portage,WI,19635,40029,0,787,3,Debit,24295,No,2015-05-16,26-35
12.21,Chip,Grenada,Male,Grenada,MS,15568,31739,81905,799,5,Credit,12400,No,2015-05-18,36-50
32.76,Swipe,Atlanta,Female,Atlanta,GA,30157,61490,116180,647,1,Debit,24295,No,2008-11-26,51-65
66.48,Online,ONLINE,Male,Indianapolis,IN,31114,63433,122550,770,7,Debit,24295,Yes,2010-08-05,51-65
87.74,Swipe,Berkeley,Male,Brooklyn,NY,14856,30288,42745,689,4,Debit,24295,Yes,2001-12-18,51-65
110.34,Online,ONLINE,Male,Newburgh,NY,22762,46408,0,847,7,Debit,46414,Yes,2009-05-24,36-50
11.84,Online,ONLINE,Male,Willsboro,NY,14415,29388,21221,755,3,Debit,21968,Yes,2015-04-26,51-65
1.17,Online,ONLINE,Female,Waukegan,IL,15770,32150,47179,717,6,Credit,12400,Yes,2016-01-19,36-50
339,Online,ONLINE,Female,Aurora,CO,24849,50666,102318,617,3,Debit,21968,Yes,2010-05-02,26-35
52.58,Online,ONLINE,Female,Modesto,CA,13015,26535,93592,724,5,Debit,21968,Yes,2008-01-10,51-65
97.08,Online,ONLINE,Female,Candor,NY,18323,40516,6908,698,5,Debit,21968,Yes,2007-12-14,66+
97.52,Online,ONLINE,Male,Beaverdam,VA,25937,24545,22488,753,2,Debit,21968,Yes,2016-06-05,66+
369.74,Online,ONLINE,Female,Urbandale,IA,26764,33642,20874,593,5,Debit,24295,Yes,2007-10-22,66+
0.93,Online,ONLINE,Male,Phoenix,AZ,24064,49068,123937,530,2,Debit,24295,Yes,2015-06-24,36-50
158.32,Online,ONLINE,Female,Independence,KY,24218,49378,104480,740,4,Credit,12400,Yes,2014-02-10,51-65
50.77,Swipe,Provincetown,Female,Knoxville,TN,24801,44469,12777,733,5,Debit,46414,No,2014-07-19,66+
175.59,Online,ONLINE,Male,Gonzales,TX,15092,30774,51428,700,3,Debit,46414,Yes,2012-04-06,36-50
8.59,Swipe,Cleveland,Female,Cleveland,OH,9389,13089,10928,772,4,Credit,12400,No,2005-05-14,66+
1.35,Swipe,Loganville,Male,Loganville,GA,21556,43954,60913,744,3,Debit,21968,No,2009-07-24,36-50
166.85,Online,ONLINE,Female,Lincoln,CA,21829,44506,57994,849,3,Debit,46414,Yes,2010-07-13,36-50
29.84,Online,ONLINE,Male,Bernalillo,NM,15966,29769,14542,693,3,Debit,24295,Yes,2018-11-30,51-65
93.43,Swipe,Berkeley,Male,Wickes,AR,13123,26758,41064,734,5,Credit,12400,Yes,2001-10-09,36-50
286,Online,ONLINE,Male,Montgomery,AL,25009,50993,75783,675,5,Debit,24295,Yes,2015-08-14,36-50
603.28,Online,ONLINE,Female,Iuka,IL,15976,32576,0,753,4,Debit,24295,Yes,2009-01-21,51-65
-426,Swipe,Oakland,Female,Saint Louis,MO,28373,57853,131828,558,4,Debit,46414,No,2010-08-05,26-35
5.02,Swipe,Prairie Village,Male,Prairie Village,KS,41663,84944,57746,713,3,Debit,21968,No,2010-02-17,51-65
73.38,Chip,Atlanta,Female,Atlanta,GA,25586,52172,66085,667,4,Debit,24295,No,2015-02-23,36-50
14.71,Chip,La Grange,Female,La Grange,IL,34681,70711,100226,741,2,Debit,24295,No,2017-03-10,36-50
16.07,Chip,Darien,Female,Yorkville,IL,29281,59699,71110,688,1,Debit,24295,No,2020-02-04,26-35
83.14,Online,ONLINE,Male,Sumter,SC,14224,30451,93,686,4,Debit,21968,Yes,2016-04-19,66+
94.24,Online,ONLINE,Female,Santa Barbara,CA,23071,34903,1336,630,1,Debit,24295,Yes,2016-04-24,66+
6.02,Swipe,Duluth,Female,Duluth,MN,17474,27772,14408,788,4,Debit,21968,No,2009-04-12,66+
19.91,Online,ONLINE,Male,Brownsville,TX,11140,22714,27227,702,3,Debit,46414,Yes,2008-05-04,51-65
61.89,Chip,Rome,Female,Hudson,IL,28237,57576,161107,589,2,Debit,21968,Yes,2018-02-16,51-65
55.66,Online,ONLINE,Female,Barron,WI,15371,31343,49537,741,3,Debit,46414,Yes,2010-03-26,51-65
135.1,Swipe,Strasburg,Male,Houston,TX,31072,63356,140107,704,5,Debit,24295,Yes,2014-03-30,26-35
38.32,Swipe,Hartley,Male,Amarillo,TX,18613,37947,49951,683,3,Debit,21968,Yes,2014-02-01,26-35
100,Swipe,Mechanicsburg,Female,Lebanon,PA,20983,30457,19314,520,5,Debit,21968,No,2014-10-02,66+
3.87,Online,ONLINE,Male,Miami,FL,18828,38386,74820,850,6,Credit,12400,Yes,2008-09-11,36-50
12.27,Online,ONLINE,Female,Schenectady,NY,30839,49569,58019,682,2,Debit,21968,No,2005-10-26,51-65
2.53,Swipe,Apex,Female,Angier,NC,18340,36052,6602,767,4,Debit,46414,No,2010-08-30,66+
13.07,Online,ONLINE,Male,Vacaville,CA,26137,33869,370,821,7,Debit,21968,No,2004-11-10,66+
0.99,Online,ONLINE,Female,Hickman,NE,23029,46956,94340,610,2,Debit,24295,Yes,2014-03-01,51-65
104.27,Swipe,Fort Lauderdale,Female,Fort Lauderdale,FL,21084,42593,16083,703,2,Debit,21968,No,2016-07-31,66+
11.83,Swipe,Saint Paul,Female,Saint Paul,MN,38514,60652,0,688,4,Credit,12400,No,2003-02-20,66+
32.12,Online,ONLINE,Female,Boston,MA,39312,80156,61817,735,4,Debit,21968,Yes,2010-07-30,51-65
37.29,Swipe,Los Angeles,Female,Los Angeles,CA,14553,29673,12950,788,3,Debit,21968,No,2005-08-02,51-65
1.52,Swipe,Strasburg,Male,Miami,FL,53676,109440,180865,737,5,Credit,12400,Yes,2014-02-23,51-65
4.22,Chip,Lafayette,Female,Acworth,GA,28862,58846,126806,746,3,Debit,46414,No,2018-04-30,51-65
60.21,Swipe,Wheeling,Male,Wheeling,IL,23098,33686,24997,488,2,Debit,21968,No,2002-05-04,51-65
-183,Online,ONLINE,Female,Waipahu,HI,21314,32232,21134,652,5,Debit,24295,Yes,2007-07-20,66+
132.1,Online,ONLINE,Female,Shelbyville,KY,19620,31399,2528,757,4,Debit,24295,Yes,2008-01-24,66+
-112,Online,ONLINE,Female,North Wales,PA,35861,73117,73557,685,2,Debit,21968,No,2016-09-03,26-35
160,Swipe,Philadelphia,Male,Wynnewood,PA,50579,103126,130160,642,1,Debit,24295,No,2014-03-11,26-35
1.07,Swipe,Port au Prince,Male,Auburn,ME,20800,42411,111077,765,2,Debit,24295,Yes,2010-04-16,51-65
56.48,Online,ONLINE,Male,Florham Park,NJ,47698,97248,197100,775,5,Debit,46414,Yes,2015-10-21,26-35
110.72,Online,ONLINE,Male,Syracuse,NY,20294,41379,95988,681,2,Debit,24295,Yes,2013-11-09,51-65
62.43,Online,ONLINE,Female,Bronx,NY,25537,52063,87549,753,2,Debit,21968,Yes,2010-07-25,36-50
174.92,Online,ONLINE,Female,Monroe,NC,19605,39974,64403,652,2,Debit,24295,No,2016-08-29,26-35
14.37,Online,ONLINE,Male,Hendersonville,NC,13634,23993,2573,714,5,Credit,12400,No,2011-04-13,66+
90.06,Online,ONLINE,Male,Johnstown,OH,22934,46763,65106,696,3,Debit,21968,Yes,2016-02-02,36-50
32.79,Swipe,Iowa City,Female,Iowa City,IA,23238,47374,35312,714,2,Debit,21968,No,2011-09-30,36-50
106.44,Swipe,Rutherford,Male,Rutherford,NJ,37170,75785,117920,814,3,Debit,21968,No,2004-10-17,36-50
53.54,Swipe,Apple River,Male,Rochelle,IL,18590,37898,36994,716,5,Debit,21968,No,2004-02-04,51-65
153.63,Swipe,Orlando,Male,Orlando,FL,33078,67444,93513,850,1,Debit,24295,No,2006-10-24,36-50
71.72,Online,ONLINE,Female,Mansfield,MA,37407,76274,102611,698,2,Debit,24295,Yes,2010-06-25,51-65
27.82,Swipe,Fort Wayne,Male,Geneva,IN,10493,21397,54771,812,4,Debit,46414,No,2010-10-02,51-65
46.11,Swipe,Piedmont,Female,Ninety Six,SC,16843,34344,48931,548,1,Debit,24295,No,2012-06-01,36-50
-69,Chip,Reno,Female,Reno,NV,38345,78180,102759,740,3,Debit,24295,No,2015-05-15,36-50
52.69,Chip,Bowling Green,Male,Bowling Green,KY,14839,30252,24172,812,5,Debit,24295,No,2017-06-13,51-65
89.66,Online,ONLINE,Male,Wichita Falls,TX,13705,27943,18693,681,4,Debit,24295,Yes,2013-10-20,36-50
20.55,Swipe,Duluth,Female,Duluth,MN,17474,27772,14408,788,4,Debit,46414,No,2008-05-29,66+
54.43,Swipe,Hesston,Female,Overland Park,KS,51642,84694,2149,741,7,Debit,24295,No,2001-03-26,66+
467.75,Swipe,Algiers,Male,Lake Hopatcong,NJ,34205,69747,80763,741,4,Debit,24295,Yes,2006-06-19,36-50
626.69,Online,ONLINE,Female,Fontana,CA,23172,47242,62224,704,6,Debit,620,Yes,2010-01-28,51-65
6.9,Swipe,Richmond,Male,Katy,TX,0,399,323,729,3,Debit,46414,No,2011-04-11,51-65
95.88,Online,ONLINE,Female,Stearns,KY,10942,22312,39445,720,5,Credit,12400,No,2017-08-03,36-50
34.8,Chip,East Hanover,Male,Florham Park,NJ,47698,97248,197100,775,5,Debit,46414,Yes,2015-10-25,26-35
17.23,Swipe,Clarksville,Male,Clarksville,IN,16097,32820,23004,740,4,Debit,21968,No,2009-09-21,51-65
26.4,Online,ONLINE,Male,Gaithersburg,MD,30179,61532,26832,683,4,Debit,46414,No,2010-02-09,51-65
49.66,Online,ONLINE,Female,Johnson City,TN,20142,41069,64073,644,3,Debit,21968,Yes,2016-08-30,26-35
286.6,Swipe,Algiers,Male,Citrus Heights,CA,19726,40220,106171,718,3,Debit,21968,Yes,2006-01-03,36-50
15.82,Online,ONLINE,Female,Novi,MI,34259,31121,32768,619,5,Debit,21968,Yes,2014-03-09,51-65
15.79,Swipe,North Hills,Male,San Fernando,CA,15583,31772,17286,734,4,Credit,12400,No,2011-03-25,36-50
103.18,Online,ONLINE,Male,El Paso,TX,24608,50177,101323,681,4,Debit,21968,Yes,2016-10-23,26-35
82.72,Online,ONLINE,Female,Daly City,CA,23752,48430,62384,716,2,Debit,21968,Yes,2016-08-18,36-50
5.02,Online,ONLINE,Female,Santa Barbara,CA,33097,35404,30887,575,3,Debit,24295,Yes,2018-11-10,51-65
1.15,Chip,Winston Salem,Male,Westfield,NC,15838,27266,19798,777,5,Debit,24295,No,2018-03-15,66+
13.14,Swipe,Huntington Station,Female,Huntington Station,NY,34873,71103,136853,721,4,Credit,12400,No,2002-04-27,36-50
69,Swipe,Houston,Female,Houston,TX,15862,32347,82667,784,7,Debit,620,No,2004-07-14,51-65
35.63,Swipe,Maryville,Male,Maryville,MO,18226,37165,0,771,3,Debit,21968,No,2012-11-29,36-50
258.99,Swipe,Kingston,Male,Marion,IA,25275,51528,58509,745,6,Debit,46414,No,2014-01-28,51-65
210.57,Swipe,Strasburg,Female,Mira Loma,CA,19851,15470,15349,789,7,Debit,46414,Yes,2014-03-10,66+
5.46,Swipe,Clinton,Male,Canal Fulton,OH,22170,45202,71022,683,4,Debit,46414,Yes,2008-05-01,51-65
66.2,Swipe,Chicago Heights,Male,Chicago Heights,IL,16503,38761,69,760,7,Debit,24295,No,2012-08-03,66+
7.61,Online,ONLINE,Female,Garden Grove,CA,16289,33212,59638,649,1,Debit,24295,Yes,2007-12-30,26-35
60,Chip,Sacramento,Male,West Sacramento,CA,25234,51454,151162,698,4,Debit,21968,No,2019-10-28,36-50
15.65,Chip,Rome,Female,Beaverton,OR,23687,48295,109558,707,3,Debit,24295,Yes,2018-03-28,36-50
14.4,Chip,Oakfield,Female,Oakfield,NY,17665,43070,14135,726,4,Debit,24295,No,2015-07-14,66+
63.13,Swipe,Cicero,Male,Chicago,IL,25365,36335,28929,676,2,Debit,21968,Yes,2016-06-21,51-65
10.65,Swipe,Farmington,Female,Farmington,MN,28429,41513,15899,748,3,Debit,24295,No,2005-04-04,66+
422.95,Online,ONLINE,Female,Marion Center,PA,16071,32770,103262,641,4,Credit,12400,Yes,2004-02-11,36-50
11.83,Chip,Tucson,Female,Tucson,AZ,16238,33106,108695,763,2,Debit,24295,No,2018-10-05,26-35
77.77,Online,ONLINE,Female,Henrico,VA,20917,42652,133935,729,6,Debit,620,Yes,2016-02-28,36-50
31.36,Swipe,Tampa,Male,Tampa,FL,21033,42886,60474,604,1,Debit,24295,Yes,2006-04-04,36-50
171.35,Swipe,Orchard Park,Female,Orchard Park,NY,30202,61578,85383,602,2,Debit,21968,No,2004-01-28,51-65
171.15,Online,ONLINE,Female,San Diego,CA,13805,28147,25987,756,7,Debit,620,Yes,2014-03-11,51-65
116.76,Swipe,Yorba Linda,Female,Yorba Linda,CA,38948,99825,4344,685,4,Credit,12400,No,2009-11-17,66+
114.61,Swipe,Burney,Female,Burney,CA,16742,34137,80467,671,4,Debit,21968,No,2009-09-06,51-65
47.68,Online,ONLINE,Female,Sioux Falls,SD,20153,39082,16870,722,4,Debit,46414,Yes,2007-06-24,66+
-158,Online,ONLINE,Female,Philadelphia,PA,10016,20424,14743,770,3,Debit,24295,Yes,2016-03-18,26-35
133.94,Online,ONLINE,Male,Bean Station,TN,13668,27861,108313,782,5,Debit,21968,Yes,2007-12-19,51-65
57.67,Swipe,Lubbock,Male,Lubbock,TX,16272,33178,92366,671,2,Debit,24295,No,2010-10-13,51-65
1.64,Online,ONLINE,Female,Sterling,NE,17420,35519,111115,744,1,Debit,24295,Yes,2009-09-04,51-65
10.84,Online,ONLINE,Male,Annandale,VA,30622,62432,95799,741,5,Debit,24295,Yes,2014-03-11,36-50
541.32,Swipe,Saint Paul,Male,Minneapolis,MN,20662,42129,101742,758,4,Debit,24295,Yes,2007-10-18,51-65
0.11,Chip,Rome,Male,Dearborn,MI,11773,24009,19085,811,4,Debit,46414,Yes,2018-03-12,26-35
34.42,Online,ONLINE,Male,Laurel Hill,NC,13683,27896,42046,710,3,Debit,21968,Yes,2015-08-11,36-50
12.6,Swipe,North Andover,Female,North Andover,MA,41665,66745,682,718,3,Debit,21968,No,2008-03-23,66+
103.56,Online,ONLINE,Male,Clinton,MI,20108,41002,97188,685,6,Debit,46414,Yes,2008-05-08,51-65
5.82,Online,ONLINE,Male,Los Angeles,CA,12349,11566,9102,536,4,Debit,24295,Yes,2010-06-28,66+
0.66,Online,ONLINE,Male,Vacaville,CA,26137,33869,370,821,7,Debit,21968,Yes,2010-02-01,66+
147.1,Online,ONLINE,Female,Fort Lauderdale,FL,28826,58774,94053,528,2,Debit,24295,Yes,2008-02-01,36-50
